Author,Title,Author_lastname,description,printType,pageCount,categories,maturityRating,infoLink,averageRating,ratingsCount,ISBN_10,ISBN_13,Published_Google,Original_Title
"Chang, Iris",The Rape of Nanking,Chang,"The New York Times bestselling account of one of history's most brutal -- and forgotten -- massacres, when the Japanese army destroyed China's capital city on the eve of World War II In December 1937, one of the most horrific atrocities in the long annals of wartime barbarity occurred. The Japanese army swept into the ancient city of Nanking (what was then the capital of China), and within weeks, more than 300,000 Chinese civilians and soldiers were systematically raped, tortured, and murdered. In this seminal work, Iris Chang, whose own grandparents barely escaped the massacre, tells this history from three perspectives: that of the Japanese soldiers, that of the Chinese, and that of a group of Westerners who refused to abandon the city and created a safety zone, which saved almost 300,000 Chinese. Drawing on extensive interviews with survivors and documents brought to light for the first time, Iris Chang's classic book is the definitive history of this horrifying episode. ""Chang vividly, methodically, records what happened, piecing together the abundant eyewitness reports into an undeniable tapestry of horror."" - Adam Hochschild, Salon !--[if !supportAnnotations]-- !--[if !supportAnnotations]-- !--[endif]--",BOOK,360,['History'],NOT_MATURE,https://play.google.com/store/books/details?id=8XnKuSxod8wC&source=gbs_api,4,55,046502825X,9780465028252,2014-03-11,The Rape of Nanking
"Picoult, Jodi",The Tenth Circle,Picoult,"When the ghost of his murdered daughter identifies her boyfriend as her killer, an overprotective father with a secret past decides to take the law into his own hands, a choice that takes him into the wilds of the Alaskan bush.",BOOK,512,['Fiction'],NOT_MATURE,http://books.google.com/books?id=eOxcAgAAQBAJ&dq=The+Tenth+Circle+inauthor:Picoult&hl=&source=gbs_api,3,301,1476751323,9781476751320,2013-12-24,The Tenth Circle
"O'Brien, Tim",The Things They Carried,O'Brien,"A classic work of American literature that has not stopped changing minds and lives since it burst onto the literary scene, The Things They Carried is a ground-breaking meditation on war, memory, imagination, and the redemptive power of storytelling. The Things They Carried depicts the men of Alpha Company: Jimmy Cross, Henry Dobbins, Rat Kiley, Mitchell Sanders, Norman Bowker, Kiowa, and the character Tim O’Brien, who has survived his tour in Vietnam to become a father and writer at the age of forty-three. Taught everywhere—from high school classrooms to graduate seminars in creative writing—it has become required reading for any American and continues to challenge readers in their perceptions of fact and fiction, war and peace, courage and fear and longing. The Things They Carried won France's prestigious Prix du Meilleur Livre Etranger and the Chicago Tribune Heartland Prize; it was also a finalist for the Pulitzer Prize and the National Book Critics Circle Award.",BOOK,256,['Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=Op6eKrkxPq4C&source=gbs_api,4,46,0547420293,9780547420295,2009-10-13,The Things They Carried
"Mathieu, Jennifer",The Truth About Alice: A Novel,Mathieu,"Winner of the Children's Choice Book Awards' Teen Choice Debut Author Award Everyone knows Alice slept with two guys at one party. When Healy High star quarterback, Brandon Fitzsimmons, dies in a car crash, it was because he was sexting with Alice. Ask anybody. Rumor has it Alice Franklin is a slut. It's written all over the ""slut stall"" in the girls' bathroom: ""Alice had sex in exchange for math test answers"" and ""Alice got an abortion last semester."" After Brandon dies, the rumors start to spiral out of control. In this remarkable debut novel, four Healy High students tell all they ""know"" about Alice--and in doing so reveal their own secrets and motivations, painting a raw look at the realities of teen life. But in this novel from Jennifer Mathieu, exactly what is the truth about Alice? In the end there's only one person to ask: Alice herself. This title has Common Core connections.",BOOK,208,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=Ug7HAgAAQBAJ&source=gbs_api,3.5,26,1596439106,9781596439108,2014-06-03,The Truth About Alice: A Novel
"Glines, Abbi",The Vincent Boys,Glines,A Simon & Schuster eBook. Simon & Schuster has a great book for every reader.,BOOK,0,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=pYa5D9eX9EgC&dq=The+Vincent+Boys+inauthor:Glines&hl=&source=gbs_api,,,1442498684,9781442498686,2030-12-30,The Vincent Boys (The Vincent Boys Series)
"Ostertag, Molly Knox",The Witch Boy,Ostertag,"From the illustrator of the web comic Strong Female Protagonist comes a debut middle-grade graphic novel about family, identity, courage -- and magic. In thirteen-year-old Aster's family, all the girls are raised to be witches, while boys grow up to be shapeshifters. Anyone who dares cross those lines is exiled. Unfortunately for Aster, he still hasn't shifted . . . and he's still fascinated by witchery, no matter how forbidden it might be.When a mysterious danger threatens the other boys, Aster knows he can help -- as a witch. It will take the encouragement of a new friend, the non-magical and non-conforming Charlie, to convince Aster to try practicing his skills. And it will require even more courage to save his family . . . and be truly himself.",BOOK,224,['Juvenile Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=YqJyDgAAQBAJ&source=gbs_api,4,22,1338089536,9781338089530,2017-10-31,The Witch Boy (The Witch Boy Series)
"Kilbourne, Christina",They Called Me Red,Kilbourne,"Maxine's best friend, Leah, has been missing for six months, and Maxine helps the police investigate the possibility that her disappearance is connected to their online friend, 2funE, who claims to be a sixteen-year-old boy.",BOOK,196,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=iw5_qQsz1m0C&dq=They+Called+Me+Red+inauthor:Kilbourne&hl=&source=gbs_api,4.5,7,1897073518,9781897073513,2007,They Called Me Red
"Asher, Jay",Thirteen Reasons Why,Asher,"THE #1 NEW YORK TIMES AND INTERNATIONAL BESTSELLER **THE BOOK THAT STARTED IT ALL, NOW A NETFLIX ORIGINAL SERIES** “Eerie, beautiful, and devastating.” —Chicago Tribune “A stealthy hit with staying power. . . . thriller-like pacing.” —The New York Times “Thirteen Reasons Why will leave you with chills long after you have finished reading.” —Amber Gibson, NPR’s “All Things Considered” You can’t stop the future. You can’t rewind the past. The only way to learn the secret . . . is to press play. Clay Jensen returns home from school to find a strange package with his name on it lying on his porch. Inside he discovers several cassette tapes recorded by Hannah Baker—his classmate and crush—who committed suicide two weeks earlier. Hannah's voice tells him that there are thirteen reasons why she decided to end her life. Clay is one of them. If he listens, he'll find out why. Clay spends the night crisscrossing his town with Hannah as his guide. He becomes a firsthand witness to Hannah's pain, and as he follows Hannah’s recorded words throughout his town, what he discovers changes his life forever. Need to talk? Call 1-800-273-TALK (8255) anytime if you are in the United States. It’s free and confidential. Find more resources at 13reasonswhy.info. Find out how you can help someone in crisis at bethe1to.com.",BOOK,336,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=tZzPnUb8ibcC&source=gbs_api,3.5,3824,1101539925,9781101539927,2011-06-14,Thirteen Reasons Why
"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",Jewell,"#1 NEW YORK TIMES BESTSELLER Featured by Oprah's Book Club on the Anti-Racist Books for Young Adults list curated by bestselling author Jacqueline Woodson A USA TODAY Bestseller Recommended by The Guardian, Time, Grazia, The Telegraph, Express, and The Sun ‘This is one for you, your neighbour, the children in your lives and especially that ‘only slightly’ racist colleague… A guide to the history of racism and a blueprint for change’ —The Guardian Who are you? What is racism? Where does it come from? Why does it exist? What can you do to disrupt it? Learn about social identities, the history of racism and resistance against it, and how you can use your anti-racist lens and voice to move the world toward equity and liberation. ‘In a racist society, it’s not enough to be non-racist—we must be ANTI-RACIST.’ —Angela Davis Gain a deeper understanding of your anti-racist self as you progress through 20 chapters that spark introspection, reveal the origins of racism that we are still experiencing and give you the courage and power to undo it. Each chapter builds on the previous one as you learn more about yourself and racial oppression. 20 activities get you thinking and help you grow with the knowledge. All you need is a pen and paper. Author Tiffany Jewell, an anti-bias, anti-racist educator and activist, builds solidarity beginning with the language she chooses – using gender neutral words to honour everyone who reads the book. Illustrator Aurélia Durand brings the stories and characters to life with kaleidoscopic vibrancy. After examining the concepts of social identity, race, ethnicity and racism, learn about some of the ways people of different races have been oppressed, from indigenous Americans and Australians being sent to boarding school to be 'civilized' to a generation of Caribbean immigrants once welcomed to the UK being threatened with deportation by strict immigration laws. Find hope in stories of strength, love, joy and revolution that are part of our history, too, with such figures as the former slave Toussaint Louverture, who led a rebellion against white planters that eventually led to Haiti’s independence, and Yuri Kochiyama, who, after spending time in an internment camp for Japanese Americans during WWII, dedicated her life to supporting political prisoners and advocating reparations for those wrongfully interned. Learn language and phrases to interrupt and disrupt racism. So, when you hear a microaggression or racial slur, you'll know how to act next time. This book is written for EVERYONE who lives in this racialised society—including the young person who doesn’t know how to speak up to the racist adults in their life, the kid who has lost themself at times trying to fit into the dominant culture, the children who have been harmed (physically and emotionally) because no one stood up for them or they couldn’t stand up for themselves and also for their families, teachers and administrators. With this book, be empowered to actively defy racism and xenophobia to create a community (large and small) that truly honours everyone.",BOOK,160,['Juvenile Nonfiction'],NOT_MATURE,http://books.google.com/books?id=7S7EDwAAQBAJ&dq=This+Book+Is+Anti-Racist+inauthor:Jewell&hl=&source=gbs_api,4.5,6,0711245207,9780711245204,2020-01-07,"This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work"
"Johnson, Kim",This Is My America,Johnson,"""Incredible and searing."" --Nic Stone, #1 New York Times bestselling author of Dear Martin The Hate U Give meets Just Mercy in this unflinching yet uplifting first novel that explores the racist injustices in the American justice system. Every week, seventeen-year-old Tracy Beaumont writes letters to Innocence X, asking the organization to help her father, an innocent Black man on death row. After seven years, Tracy is running out of time--her dad has only 267 days left. Then the unthinkable happens. The police arrive in the night, and Tracy's older brother, Jamal, goes from being a bright, promising track star to a ""thug"" on the run, accused of killing a white girl. Determined to save her brother, Tracy investigates what really happened between Jamal and Angela down at the Pike. But will Tracy and her family survive the uncovering of the skeletons of their Texas town's racist history that still haunt the present? Fans of Nic Stone, Tiffany D. Jackson, and Jason Reynolds won't want to miss this provocative and gripping debut.",BOOK,417,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=KZtrEAAAQBAJ&dq=This+Is+My+America+inauthor:Johnson&hl=&source=gbs_api,5,1,0593118790,9780593118795,2022-05-17,This Is My America
"Hopkins, Ellen",Traffick,Hopkins,"Five teens victimized by sex trafficking try to find their way to a new life in this “sincere and moving” (Booklist) companion to the #1 New York Times bestselling Tricks from Ellen Hopkins, author of Crank. In her bestselling novel, Tricks, Ellen Hopkins introduced us to five memorable characters tackling these enormous questions: Eden, the preacher’s daughter who turns tricks in Vegas and is helped into a child prostitution rescue; Seth, the gay farm boy disowned by his father who finds himself without money or resources other than his own body; Whitney, the privileged kid coaxed into the life by a pimp and whose dreams are ruined in a heroin haze; Ginger, who runs away from home with her girlfriend and is arrested for soliciting an undercover cop; and Cody, whose gambling habit forces him into the life, but who is shot and left for dead. And now, in Traffick, these five are faced with the toughest question of all: Is there a way out? How these five teenagers face the aftermath of their decisions and experiences is the soul of this story that exposes the dark, ferocious underbelly of the child trafficking trade. Heartwrenching and hopeful, Traffick takes us on five separate but intertwined journeys through the painful challenges of recovery, rehabilitation, and renewal to forgiveness and love. All the way home.",BOOK,528,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=6n-aDwAAQBAJ&dq=Traffick+inauthor:Hopkins&hl=&source=gbs_api,3.5,2,1442482885,9781442482883,2017-01-24,Traffick (Tricks Series)
"Lawrence, Lisa J.",Trail of Crumbs,Lawrence,"After moving into a dank and drafty basement suite in West Edmonton with her truck- driving father, nasty stepmother and taciturn twin brother, Ash, seventeen-year-old Greta doesn't have high expectations for her last year of high school. When she blacks out at a party and is told the next day that she's had sex, she thinks things can't get any worse. She's wrong. While Greta deals with the confusion and shame of that night, her stepmother and father choose that moment to disappear, abandoning Ash and Greta to the mercy of their peculiar landlord, Elgin, who lives upstairs. Even as Greta struggles to make sense of what happened to her, she finds herself enjoying her new and very eccentric family, who provide the shelter and support that has long been absent from her life. Much to Greta's surprise, she realizes there is still kindness in the world—and hope.",BOOK,256,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=xP-EDwAAQBAJ&source=gbs_api,3.5,12,1459821238,9781459821231,2019-03-26,Trail of Crumbs
"Cast, P. C.",Untamed,Cast,"Sixteen-year-old Zoey Redbird is Marked as a fledging vampyre and joins the House of Night, where she will train to become an adult vampyre and where she faces many challenges throughout her training.",BOOK,337,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=1BX4o_S76CIC&dq=Untamed+inauthor:Cast&hl=&source=gbs_api,4,20,0312372132,9780312372132,2009-10,Untamed (House of Night Series)
"Mead, Richelle",Vampire Academy,Mead,"The international Number 1 bestselling Vampire Academy series by Richelle Mead is NOW A MAJOR TV SERIES ON SKY AND NOW TV. Higher Learning. Higher Stakes. ONLY A TRUE BEST FRIEND CAN PROTECT YOU FROM IMMORTAL ENEMIES . . . Lissa Dragomir is a mortal vampire. She must be protected at all times from the fiercest and most dangerous vampires of all - the ones who will never die. Rose Hathaway is Lissa's best friend - and her bodyguard. Now, after two years of illicit freedom, they've been dragged back inside the iron gates of St. Vladimir's Academy. The girls must survive a world of forbidden romances, a ruthless social scene and terrifying night-time rituals. But above all, they must never let their guard down, lest the immortal vampires take Lissa - forever . . . 'Exciting, empowering and un-put-downable.' MTV's Hollywood Crush 'We're suckers for it!' - Entertainment Weekly Also available in the Vampire Academy series: Vampire Academy (Book 1) Vampire Academy: Frostbite (Book 2) Vampire Academy: Shadow Kiss (Book 3) Vampire Academy: Blood Promise (Book 4) Vampire Academy: Spirit Bound (Book 5) Vampire Academy: Last Sacrifice (Book 6) And don't miss the bestselling Vampire Academy spin-off series, Bloodlines: Bloodlines (Book 1) Bloodlines: The Golden Lily (Book 2) Bloodlines: The Indigo Spell (Book 3) Bloodlines: The Fiery Heart (Book 4) Bloodlines: Silver Shadows (Book 5) www.richellemead.com Facebook.com/VampireAcademyNovels Facebook.com/BloodlinesBooks",BOOK,278,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=lvTaAURAdegC&dq=Vampire+Academy+inauthor:Mead&hl=&source=gbs_api,4,289,0141932066,9780141932064,2009-05-26,Vampire Academy (Vampire Academy Series)
"Gruen, Sara",Water for Elephants,Gruen,"When Jacob Jankowski, recently orphaned and suddenly adrift, jumps onto a passing train, he enters a world of freaks, swindlers and misfits in a second-rate circus struggling to survive during the Great Depression. A veterinary student who almost earned his degree, Jacob is put in charge of caring for the circus menagerie.",BOOK,394,['Circus'],NOT_MATURE,http://books.google.com/books?id=0wc1mAEACAAJ&dq=Water+for+Elephants+inauthor:Gruen&hl=&source=gbs_api,4,4347,1742374476,9781742374475,2011,Water for Elephants
"Wilson, Lakita",What Is Black Lives Matter?,Wilson,"From the #1 New York Times bestselling series comes the latest title in the Who HQ Now format for trending topics. It tells the history of a political and social movement that advocates for non-violent civil disobedience and protests against incidents of police brutality--and all racially motivated violence--against Black people. When a Black teenager named Trayvon Martin was senselessly killed in 2012, the African American community called for his murderer to be held accountable. But like many other racially sparked incidents in the past, his killer walked free. People looked for justice and healing in the moment. They turned to social media and a simple yet powerful hashtag emerged, #BlackLivesMatter. The message grew into an international movement and has now become the rallying cry during protests against police brutality and racial acts of violence. The movement gained even more attention and support in 2020 when it called for police reform in the United States after the police-related murder of George Floyd.",BOOK,57,['Juvenile Nonfiction'],NOT_MATURE,http://books.google.com/books?id=mwg_EAAAQBAJ&dq=What+Is+Black+Lives+Matter%3F+inauthor:Wilson&hl=&source=gbs_api,,,0593385888,9780593385883,2021-09-21,What Is Black Lives Matter? (What was...? Series)
"Sones, Sonya",What My Mother Doesn't Know,Sones,Sophie describes her relationships with a series of boys as she searches for Mr. Right.,BOOK,280,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=8w7J8M3xciwC&dq=What+My+Mother+Doesn%27t+Know+inauthor:Sones&hl=&source=gbs_api,4,37,1442493852,9781442493858,2013-05-07,What My Mother Doesn't Know (What My Mother Doesn't Know Series)
"Hartzler, Aaron",What We Saw,Hartzler,"Critically acclaimed memoirist Aaron Hartzler, author of Rapture Practice, takes an unflinching look at what happens to a small town when some of its residents commit a terrible crime. This honest, authentic debut novel—inspired by the events in the Steubenville rape case—will resonate with readers who've ever walked that razor-thin line between guilt and innocence that so often gets blurred, one hundred and forty characters at a time. The party at John Doone's last Saturday night is a bit of a blur. Kate Weston can piece together most of the details: Stacey Stallard handing her shots, Ben Cody taking her keys and getting her home early. . . . But when a picture of Stacey passed out over Deacon Mills's shoulder appears online the next morning, Kate suspects she doesn't have all the details. When Stacey levels charges against four of Kate's classmates, the whole town erupts into controversy. Facts that can't be ignored begin to surface, and every answer Kate finds leads back to the same questions: Who witnessed what happened to Stacey? And what responsibility do they have to speak up about what they saw? National Book Award finalist Deb Caletti calls What We Saw ""a smart, sensitive, and gripping story about the courage it takes to do what's right.""",BOOK,336,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=fln5rQEACAAJ&dq=What+We+Saw+inauthor:Hartzler&hl=&source=gbs_api,4,9,0062338749,9780062338747,2015-09-22,What We Saw
"Flake, Sharon G.",Who Am I Without Him?: A Short Story Collection about Girls and Boys in Their Lives,Flake,"Guys and girls get together, get played, and get real. Who Am I Without Him? is a Booklist Top Ten Romance Novel for Teens and is ""breaking new and necessary ground""* in twelve short stories about guys and girls falling in and out of love and relationships, testing out ways to communicate with one another, respect each other--and respect themselves. This is a complex, often humorous, and always on-point exploration of today's teens determined to find love and self-worth . . . any way they know how. Note: this is potentially going to be in a bind-up with YOU DON'T EVEN KNOW ME.",BOOK,224,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=zwLNswEACAAJ&dq=Who+Am+I+Without+Him%3F+inauthor:Flake&hl=&source=gbs_api,,,1368019447,9781368019446,2018-12-04,Who Am I Without Him?: A Short Story Collection about Girls and Boys in Their Lives
"Applegate, Katherine",Wishtree,Applegate,"""A red oak tree and a crow help their human neighbors work out their differences""--",BOOK,225,['JUVENILE FICTION'],NOT_MATURE,http://books.google.com/books?id=9p8vDwAAQBAJ&dq=Wishtree+inauthor:Applegate&hl=&source=gbs_api,4,26,1250043220,9781250043221,2017-09-26,Wishtree
"Medina, Meg",Yaqui Delgado Wants to Kick Your Ass,Medina,"“Honest and exquisitely crafted.” — Kirkus Reviews (starred review) One morning before school, some girl tells Piddy Sanchez that Yaqui Delgado hates her and wants to kick her ass. Piddy doesn’t even know who Yaqui is, never mind what she’s done to piss her off. But as the harassment escalates, avoiding Yaqui and her gang starts to take over Piddy’s life. In an all-too-realistic novel, Meg Medina portrays a sympathetic heroine forced to decide who she really is.",BOOK,0,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=MeqOEAAAQBAJ&dq=Yaqui+Delgado+Wants+to+Kick+Your+Ass+inauthor:Medina&hl=&source=gbs_api,3.5,19,0763671649,9780763671648,2014-08-26,Yaqui Delgado Wants to Kick Your Ass
"McCafferty, Megan",Sloppy Firsts,McCafferty,"Devastated when her best friend moves away, sixteen-year-old Jessica Darling feels isolated at school and at home, as she struggles to deal with her father's obsession with her track meets, her boy-crazy peers, and her own nonexistent love life.",BOOK,306,['Fiction'],NOT_MATURE,http://books.google.com/books?id=R2KKDQAAQBAJ&dq=Sloppy+Firsts+inauthor:McCafferty&hl=&source=gbs_api,4,45,0609807900,9780609807903,2001,Sloppy Firsts (Jessica Darling Series)
"Levy, Dana Alison",The Family Fletcher Takes Rock Island,Levy,"Love the TV show Modern Family? Wait until you meet the family Fletcher! With two dads, four adopted brothers, two cats, and one pug, the Fletchers will have you laughing out loud! Welcome to Rock Island, Where Time Stands Still! The Fletchers are back on Rock Island, home of all their best summer memories. But from the first day they arrive, it’s clear that this year, things have changed. FIRST, a giant fence is blocking their beloved lighthouse. SECOND, they have new neighbors. THIRD, who the heck is the weird artist guy who's never actually painting? And FOURTH, there's now an ice cream truck! Can the island stay the same even with these crazy transformations? Over the course of the summer, the Fletchers will learn that sometimes, even in a place where time stands still, the wildest, weirdest, and most wonderful surprises await. A JLG Selection! ""There is constant action and delightful humor, but there are also realistic present-day problems and happy solutions. An old-fashioned summer adventure set in a very modern world, this lively family tale will leave readers impatient for more. ""--Kirkus, Starred ""While the other story lines reach satisfying resolutions, this one— about a young African American male struggling to figure out his identity in the largely white landscape of Rock Island—leaves room for thought-provoking, timely discussion.--Horn Book ""A must-have middle grade family story with contemporary sensibilities.""--SLJ, Starred ""Lots of kids will want to take this along on their summer vacations.""--Booklist",BOOK,274,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=FWS0DgAAQBAJ&dq=The+Family+Fletcher+Takes+Rock+Island+inauthor:Levy&hl=&source=gbs_api,3,1,0553521330,9780553521337,2017-05-16,The Family Fletcher Takes Rock Island (Family Fletcher Series)
"Katcher, Brian",Almost Perfect,Katcher,"This winner of the first Stonewall Award for Children’s & Young Adult Literature will make you marvel at the beauty of human connection and the irrepressible nature of love. Everyone has that one line they swear they’ll never cross, the one thing they say they’ll never do. We draw the line. Maybe we even believe it. Sage Hendricks was my line. Logan Witherspoon befriends Sage Hendricks at a time when he no longer trusts or believes in people. He's drawn to Sage, with her constant smile and sexy voice, and his feelings for her grow so strong that he can’t resist kissing her. Sage finally discloses a big secret: she was born a boy. Enraged, frightened, and feeling betrayed, Logan lashes out at her–a reaction he soon desperately wishes he could take back. Once his anger cools, Logan is filled with incredible regret, and all he wants is to repair his friendship with Sage. But it’s hard to replace something that’s been broken—and it’s even harder to find your way back to friendship when you began with love. *** “Tackles issues of homophobia, hate crimes and stereotyping with humor and grace in an accessible tone that will resonate with teens.” –Kirkus Reviews “It is Sage's story that is truly important.” –SLJ “Teens—both those familiar with transgender issues and those who are not—will welcome the honest take on a rarely explored subject.” –Booklist “A sensitive examination of the seldom treated subject of transgender teens.” –VOYA",BOOK,370,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=2AE-JlcL6oUC&dq=Almost+Perfect+inauthor:Katcher&hl=&source=gbs_api,4,20,0385736657,9780385736657,2010-11-09,Almost Perfect
"Jennings, Jazz",Being Jazz: My Life as a (Transgender) Teen,Jennings,"Get ready for season 4 of the popular TLC show I Am Jazz! Teen advocate and trailblazer Jazz Jennings--named one of ""The 25 Most Influential Teens"" of the year by Time--shares her very public transgender journey, as she inspires people to accept the differences in others while they embrace their own truths. ""[Jazz's] touching book serves as a rallying cry for understanding and acceptance.""–Bustle Jazz Jennings is one of the youngest and most prominent voices in the national discussion about gender identity. At the age of five, Jazz transitioned to life as a girl, with the support of her parents. A year later, her parents allowed her to share her incredible journey in her first Barbara Walters interview, aired at a time when the public was much less knowledgeable or accepting of the transgender community. This groundbreaking interview was followed over the years by other high-profile interviews, a documentary, the launch of her YouTube channel, a picture book, and her own reality TV series--I Am Jazz--making her one of the most recognizable activists for transgender teens, children, and adults. In her remarkable memoir, Jazz reflects on these very public experiences and how they have helped shape the mainstream attitude toward the transgender community. But it hasn't all been easy. Jazz has faced many challenges, bullying, discrimination, and rejection, yet she perseveres as she educates others about her life as a transgender teen. Through it all, her family has been beside her on this journey, standing together against those who don't understand the true meaning of tolerance and unconditional love. Now Jazz must learn to navigate the physical, social, and emotional upheavals of adolescence--particularly high school--complicated by the unique challenges of being a transgender teen. Making the journey from girl to woman is never easy--especially when you began your life in a boy's body. See Jazz's story come to life with two inserts featuring personal photos. PRAISE FOR JAZZ JENNINGS: ""Jazz is one of the transgender community's most important activists."" –Cosmopolitan ""A role model for teens everywhere."" –Seventeen.com ""Wise beyond her years."" –Teen Vogue",BOOK,290,['Young Adult Nonfiction'],NOT_MATURE,http://books.google.com/books?id=NIclDwAAQBAJ&dq=Being+Jazz+inauthor:Jennings&hl=&source=gbs_api,3.5,7,039955467X,9780399554674,2017-06-27,Being Jazz: My Life as a (Transgender) Teen
"Chmakova, Svetlana",Brave,Chmakova,"In his daydreams, Jensen is the biggest hero that ever was, saving the world and his friends on a daily basis. But his middle school reality is VERY different - math is hard, getting along with friends is hard...Even finding a partner for the class project is a big problem when you always get picked last. And the pressure's on even more once the school newspaper's dynamic duo, Jenny and Akilah, draw Jensen into the whirlwind of school news, social experiment projects, and behind-the-scenes club drama. Jensen's always played the middle school game one level at a time, but suddenly, someone's cranked up the difficulty setting. Will those daring daydreams of his finally work in his favor, or will he have to find real solutions to his real life problems? The charming world of Berrybrook Middle School gets a little bigger in this highly anticipated follow up to Svetlana Chmakova's award winning Awkward with a story about a boy who learns his own way of being Brave!",BOOK,224,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=MY_qjwEACAAJ&dq=Brave+inauthor:Chmakova&hl=&source=gbs_api,4.5,13,0316363170,9780316363174,2017-05-23,Brave (Berrybrook Middle School Series)
"García, Cristina",Dreaming in Cuban,García,"“Impressive . . . [Cristina García’s] story is about three generations of Cuban women and their separate responses to the revolution. Her special feat is to tell it in a style as warm and gentle as the ‘sustaining aromas of vanilla and almond,’ as rhythmic as the music of Beny Moré.”—Time Cristina García’s acclaimed book is the haunting, bittersweet story of a family experiencing a country’s revolution and the revelations that follow. The lives of Celia del Pino and her husband, daughters, and grandchildren mirror the magical realism of Cuba itself, a landscape of beauty and poverty, idealism and corruption. Dreaming in Cuban is “a work that possesses both the intimacy of a Chekov story and the hallucinatory magic of a novel by Gabriel García Márquez” (The New York Times). In celebration of the twenty-fifth anniversary of the novel’s original publication, this edition features a new introduction by the author. Praise for Dreaming in Cuban “Remarkable . . . an intricate weaving of dramatic events with the supernatural and the cosmic . . . evocative and lush.”—San Francisco Chronicle “Captures the pain, the distance, the frustrations and the dreams of these family dramas with a vivid, poetic prose.”—The Washington Post “Brilliant . . . With tremendous skill, passion and humor, García just may have written the definitive story of Cuban exiles and some of those they left behind.”—The Denver Post",BOOK,272,['Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=7p3F8p0Bc98C&source=gbs_api,3,19,0307798003,9780307798008,2011-06-08,Dreaming in Cuban
"Meyers, Susan",Everywhere Babies,Meyers,Describes babies and the things they do from the time they are born until their first birthday. On board pages.,BOOK,62,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=r2ZWFEN_7DwC&dq=Everywhere+Babies+inauthor:Meyers&hl=&source=gbs_api,4,15,0152053158,9780152053154,2004,Everywhere Babies
"lockhart, e",Fly on the Wall: How One Girl Saw Everything,lockhart,"""I think this might be the best YA novel . . . I've ever read."" —John Green From E. Lockhart, author of We Were Liars—the New York Times bestselling phenomenon—and the uproarious and heartwarming Ruby Oliver books, comes a fast-paced and hysterically funny novel that answers the question: What would it be like to be a fly on the wall in the boy's locker room? At the Manhattan School for Art and Music, where everyone is “different” and everyone is “special,” Gretchen Yee feels ordinary. She’s the kind of girl who sits alone at lunch, drawing pictures of Spider-Man, so she won’t have to talk to anyone; who has a crush on Titus but won’t do anything about it; who has no one to hang out with when her best (and only real) friend Katya is busy. One day, Gretchen wishes that she could be a fly on the wall in the boys’ locker room–just to learn more about guys. What are they really like? What do they really talk about? Are they really cretins most of the time? Fly on the Wall is the story of how that wish comes true.",BOOK,192,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=nCi_XuB5ZkAC&source=gbs_api,3,38,0307495531,9780307495532,2008-12-18,Fly on the Wall: How One Girl Saw Everything
"lockhart, e","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",lockhart,"From E. Lockhart, author of the highly acclaimed, New York Times bestseller We Were Liars, which John Green called ""utterly unforgettable,"" comes Real Live Boyfriends, the fourth book in the uproarious and heartwarming Ruby Oliver novels that finds Ruby Oliver as neurotic and hyperverbal as ever as she interviews her friends for a documentary on love and popularity and while doing so turns up some uncomfortable truths. She’s lost most of her friends. She’s lost her true love more than once. She’s lost her grandmother, her job, her reputation, and possibly her mind. But she’s never lost her sense of humor. The Ruby Oliver books are the record of her survival.",BOOK,242,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=MP5vRtX_jKgC&dq=Real+Live+Boyfriends+inauthor:lockhart&hl=&source=gbs_api,4,16,0385734298,9780385734295,2011-12-27,"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver"
